reut2-000.sgm-17.txt,16,logEntropy,false,12,73,4,3,0,1.0,0.9279230608438952,0.9234567918911792,
reut2-000.sgm-175.txt,15,logEntropy,false,19,104,9,16,2,1.0,0.939623459616509,0.9174617552224283,
reut2-000.sgm-251.txt,15,logEntropy,false,17,87,15,1,9,1.0,0.9719308385186713,0.9370074109615896,
reut2-000.sgm-346.txt,14,logEntropy,false,18,117,2,1,8,1.0,0.9975451535721019,0.997545153572101,
reut2-000.sgm-357.txt,15,logEntropy,false,18,93,14,16,1,1.0,0.9393364366277233,0.9074852129730286,
reut2-000.sgm-703.txt,17,logEntropy,false,12,84,3,1,8,1.0,0.9755323789606714,0.9465206232134568,
reut2-000.sgm-909.txt,14,logEntropy,false,12,97,5,7,1,1.0,0.9430239401354252,0.8845440794523934,
reut2-000.sgm-954.txt,15,logEntropy,false,12,111,9,0,10,1.0,0.9705088114948307,0.8865651735680111,
reut2-000.sgm-982.txt,16,logEntropy,false,14,100,1,6,9,1.0,0.9943197254027022,0.8883128680194321,
reut2-001.sgm-212.txt,14,logEntropy,false,12,76,8,7,1,1.0,0.8564530052814686,0.8497552678244163,
reut2-001.sgm-25.txt,15,logEntropy,false,13,101,9,0,5,1.0,0.9682458365518541,0.8660254037844378,
reut2-001.sgm-497.txt,15,logEntropy,false,16,82,2,1,6,1.0,0.8547595772790431,0.7935437904083994,
reut2-001.sgm-732.txt,15,logEntropy,false,15,67,6,1,0,1.0,0.9542858509568692,0.9450912279732246,
reut2-001.sgm-745.txt,15,logEntropy,false,15,95,6,0,7,1.0,0.9943604031237158,0.9646079429410174,
reut2-001.sgm-824.txt,14,logEntropy,false,11,88,5,7,1,1.0,0.8554462028521355,0.8527653419504008,
reut2-002.sgm-35.txt,15,logEntropy,false,16,102,9,5,8,1.0,0.9056561122836544,0.8798942247960916,
reut2-002.sgm-562.txt,15,logEntropy,false,15,128,1,2,0,1.0,0.9749356689491435,0.9316684058920062,
reut2-002.sgm-685.txt,17,logEntropy,false,12,55,8,4,6,1.0,0.876908419851913,0.8709516840347316,
