reut2-000.sgm-17.txt,15,idf,false,12,73,4,6,9,1.0,0.9853707584698936,0.9312390829641272,
reut2-000.sgm-175.txt,15,idf,false,19,104,9,2,5,1.0,0.9048969344840426,0.8938935255014139,
reut2-000.sgm-251.txt,14,idf,false,17,87,15,9,1,1.0,0.9549736829944815,0.9190736867865898,
reut2-000.sgm-346.txt,18,idf,false,18,117,8,1,0,1.0,0.9705854476642406,0.9062255675064482,
reut2-000.sgm-357.txt,15,idf,false,18,93,14,16,1,1.0,0.918617726298046,0.8338644548316014,
reut2-000.sgm-703.txt,15,idf,false,12,84,9,4,8,1.0,0.9474232012809872,0.921693512472297,
reut2-000.sgm-909.txt,14,idf,false,12,97,1,5,7,1.0,0.9790114528250102,0.961275176474344,
reut2-000.sgm-954.txt,14,idf,false,12,111,9,1,0,1.0,0.9227693273924107,0.861419635207517,
reut2-000.sgm-982.txt,15,idf,false,14,100,1,6,9,1.0,0.9286875951754822,0.852184616099547,
reut2-001.sgm-212.txt,18,idf,false,12,76,8,7,4,1.0,0.8618221440960875,0.8443370870172852,
reut2-001.sgm-25.txt,14,idf,false,13,101,9,0,11,1.0,0.9565973341103996,0.8946005334666047,
reut2-001.sgm-497.txt,14,idf,false,16,82,1,2,5,1.0,0.9973893996223937,0.8547037903778109,
reut2-001.sgm-732.txt,14,idf,false,15,67,6,1,5,1.0,0.9135011759984902,0.9035810549228015,
reut2-001.sgm-745.txt,17,idf,false,15,95,6,0,7,1.0,0.9533574022987839,0.9054617647051879,
reut2-001.sgm-824.txt,14,idf,false,11,88,5,1,6,1.0,0.8923987061581263,0.8526743387078994,
reut2-002.sgm-35.txt,14,idf,false,16,102,9,5,11,1.0,0.898647659235063,0.8833021715375159,
reut2-002.sgm-562.txt,14,idf,false,15,128,1,0,2,1.0,0.9260022840297225,0.8892671401882928,
reut2-002.sgm-685.txt,14,idf,false,12,55,6,1,8,1.0,0.9754314842595359,0.9248089355621373,
reut2-002.sgm-741.txt,14,idf,false,13,99,8,2,5,1.0,0.9667385068619915,0.7805435441012569,
reut2-002.sgm-782.txt,14,idf,false,15,75,4,12,0,1.0,0.8894700860623482,0.8894700860623475,
reut2-002.sgm-798.txt,14,idf,false,14,81,9,1,4,1.0,0.9753617700332847,0.9269317684996463,
reut2-002.sgm-972.txt,14,idf,false,18,130,16,7,1,1.0,0.9028175570395806,0.7801615704722281,
reut2-002.sgm-985.txt,14,idf,false,12,101,0,6,4,1.0,0.960014933382795,0.8744940563087145,
reut2-003.sgm-191.txt,17,idf,false,16,77,0,7,6,1.0,0.8822768971985535,0.8718572385212362,
reut2-003.sgm-282.txt,15,idf,false,15,118,1,7,9,1.0,0.9744951543641719,0.9429134522670207,
reut2-003.sgm-30.txt,14,idf,false,14,118,1,12,7,1.0,0.9022882236731968,0.8689374687565588,
reut2-003.sgm-437.txt,14,idf,false,12,72,3,1,7,1.0,0.9423451470787851,0.8695861206221209,
reut2-003.sgm-47.txt,14,idf,false,18,130,16,7,1,1.0,0.9028175570395806,0.7801615704722281,
reut2-003.sgm-492.txt,15,idf,false,15,91,12,8,1,1.0,0.9885268597302361,0.8909637341450273,
reut2-003.sgm-523.txt,18,idf,false,14,102,5,4,12,1.0,0.8627138049846113,0.8434812079032439,
reut2-003.sgm-536.txt,15,idf,false,13,103,4,1,7,1.0,0.9155011964942722,0.9121068172019846,
reut2-003.sgm-557.txt,14,idf,false,13,99,8,4,1,1.0,0.9611647967657984,0.9545999807524105,
reut2-003.sgm-567.txt,14,idf,false,12,92,2,7,1,1.0,0.9861654619511696,0.9129126160128117,
reut2-003.sgm-663.txt,15,idf,false,11,56,1,0,3,1.0,0.7679010941526478,0.7591263878026707,
reut2-003.sgm-76.txt,14,idf,false,13,67,10,2,8,1.0,0.9571895163796635,0.8085760873247722,
reut2-003.sgm-901.txt,14,idf,false,15,73,1,12,0,1.0,0.9259455982904601,0.8888343104399599,
reut2-004.sgm-309.txt,13,idf,false,13,61,1,0,9,1.0,0.9311074562541292,0.8816513919394455,
reut2-004.sgm-381.txt,14,idf,false,19,59,8,4,6,1.0,0.9460125854564394,0.8577665868090126,
reut2-004.sgm-424.txt,15,idf,false,17,89,14,5,4,1.0,0.997004511082876,0.874029777799829,
reut2-004.sgm-572.txt,14,idf,false,13,84,0,1,6,1.0,0.9900216615809858,0.9801875371430868,
reut2-004.sgm-592.txt,14,idf,false,14,85,1,8,0,1.0,0.8515972534469854,0.842499749248953,
reut2-004.sgm-593.txt,14,idf,false,11,85,3,0,9,1.0,0.8397214211076166,0.8295398669880308,
reut2-004.sgm-60.txt,14,idf,false,18,113,11,15,7,1.0,0.9390338500091643,0.8567598885319856,
reut2-004.sgm-723.txt,16,idf,false,15,130,13,5,7,1.0,0.9957580443240384,0.8914984436696682,
reut2-004.sgm-859.txt,14,idf,false,14,104,6,7,0,1.0,0.9427606641593309,0.8769395458859025,
reut2-004.sgm-905.txt,14,idf,false,12,69,10,9,8,1.0,0.9368906751977741,0.7842971856796357,
reut2-005.sgm-155.txt,14,idf,false,12,94,2,0,3,1.0,0.852018355680222,0.8141684979876517,
reut2-005.sgm-189.txt,15,idf,false,12,102,2,1,5,1.0,0.9993070656591401,0.8862840793458985,
reut2-005.sgm-2.txt,13,idf,false,13,63,7,6,4,1.0,0.9324104627156973,0.8990231673741379,
reut2-005.sgm-207.txt,15,idf,false,19,135,9,5,15,1.0,0.931675118754925,0.9153481098364484,
reut2-005.sgm-234.txt,14,idf,false,14,99,9,1,11,1.0,0.8985884148582894,0.8716803289664974,
reut2-005.sgm-264.txt,15,idf,false,20,127,1,0,10,1.0,0.9660189734441647,0.9646523807188254,
reut2-005.sgm-457.txt,18,idf,false,16,108,8,6,7,1.0,0.8595195122799588,0.808266788219176,
reut2-005.sgm-553.txt,14,idf,false,16,84,11,8,12,1.0,0.9728821827602214,0.9683030192525007,
reut2-005.sgm-770.txt,14,idf,false,15,97,3,4,0,1.0,0.9483844398228233,0.8040669169636587,
reut2-005.sgm-792.txt,14,idf,false,12,82,9,1,2,1.0,0.9094011995108683,0.8693819661228049,
reut2-005.sgm-86.txt,14,idf,false,11,105,3,8,6,1.0,0.7954209006909025,0.7683455358852466,
reut2-005.sgm-863.txt,14,idf,false,15,97,3,4,0,1.0,0.9483844398228233,0.8040669169636587,
reut2-005.sgm-942.txt,14,idf,false,12,93,3,8,0,1.0,0.9989057854499079,0.9746090483356793,
reut2-005.sgm-943.txt,14,idf,false,16,84,10,1,0,1.0,0.9306094079789639,0.8973771845342119,
reut2-006.sgm-136.txt,15,idf,false,13,88,1,8,9,1.0,0.9893986932610055,0.9885355080837156,
reut2-006.sgm-214.txt,13,idf,false,13,107,9,8,0,1.0,0.9573846057697971,0.9464096088323698,
reut2-006.sgm-224.txt,18,idf,false,16,99,1,13,11,1.0,0.9496914571489834,0.8975739957412179,
reut2-006.sgm-362.txt,14,idf,false,13,80,7,11,6,1.0,0.9671332246340468,0.807142842700554,
reut2-006.sgm-431.txt,14,idf,false,11,72,6,8,4,1.0,0.9581095904960608,0.9266043051953775,
reut2-006.sgm-580.txt,14,idf,false,12,74,5,1,9,1.0,0.9824900222864313,0.9511376884893267,
reut2-006.sgm-795.txt,14,idf,false,11,91,2,1,5,1.0,0.9678273372938552,0.9534673660122603,
reut2-007.sgm-154.txt,14,idf,false,12,81,6,3,0,1.0,0.9085588890064312,0.8684469200525395,
reut2-007.sgm-174.txt,14,idf,false,20,68,10,4,8,1.0,0.8653789596863551,0.8210462937865478,
reut2-007.sgm-262.txt,14,idf,false,16,93,0,10,6,1.0,0.9803937910127968,0.971039277966464,
reut2-007.sgm-36.txt,14,idf,false,17,76,7,6,3,1.0,0.9531753151182315,0.8902849364289824,
reut2-007.sgm-485.txt,14,idf,false,17,76,3,1,9,1.0,0.919482247557335,0.7986837234042286,
reut2-007.sgm-537.txt,20,idf,false,12,73,3,2,0,1.0,0.9700791143861972,0.9265786617424574,
reut2-007.sgm-539.txt,18,idf,false,15,69,0,1,2,1.0,0.9821271312468003,0.8505391186518262,
reut2-007.sgm-546.txt,14,idf,false,18,91,8,11,10,1.0,0.8613261272747976,0.829765483422841,
reut2-007.sgm-594.txt,14,idf,false,13,82,11,3,0,1.0,0.9834226582489092,0.936819627010084,
reut2-007.sgm-801.txt,14,idf,false,23,96,11,16,1,1.0,0.9707651112009617,0.9454489759816823,
